City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
414,Sisimiut,GL,66.9395,-53.6735,31.73,70,51,6.78,broken clouds
415,Raymond,US,43.9015,-70.4703,73.8,72,100,9.31,overcast clouds
416,Ust-Kuyga,RU,70.0167,135.6,60.91,27,1,22.06,clear sky
417,Okhotsk,RU,59.3833,143.3,52.12,45,89,6.02,overcast clouds
418,Shakawe,BW,-18.3667,21.85,53.8,56,0,3.83,clear sky
419,Ladario,BR,-19.0047,-57.6017,68.38,66,6,1.7,clear sky
420,Derecske,HU,47.35,21.5667,54.45,82,0,4.29,clear sky
421,Jiexiu,CN,37.0244,111.9125,78.76,20,27,24.61,scattered clouds
422,Dunedin,NZ,-45.8742,170.5036,50.81,51,40,14.0,scattered clouds
423,Mindelo,CV,16.8901,-24.9804,71.15,73,20,20.6,few clouds
424,Viedma,AR,-40.8135,-62.9967,50.43,51,99,12.28,moderate rain
425,Marovoay,MG,-16.1,46.6333,75.34,55,15,2.89,few clouds
426,Arlit,NE,18.7369,7.3853,88.29,5,45,8.41,scattered clouds
427,Ilebo,CD,-4.3167,20.5833,71.71,63,61,2.3,broken clouds
428,Antalaha,MG,-14.9003,50.2788,77.68,63,10,3.83,clear sky
429,Biella,IT,45.5871,8.0859,54.18,43,27,2.33,scattered clouds
430,Tiarei,PF,-17.5333,-149.3333,80.01,74,49,8.48,scattered clouds
431,Grand Gaube,MU,-20.0064,57.6608,79.38,69,3,7.0,clear sky
432,Gbadolite,CD,4.2833,21.0167,75.61,86,62,3.24,broken clouds
433,Moose Factory,CA,51.2585,-80.6094,68.0,77,40,8.05,heavy intensity rain
434,Jega,NG,12.2175,4.3792,83.84,49,66,7.92,broken clouds
435,Isiro,CD,2.7739,27.616,71.11,93,89,2.24,overcast clouds
436,Omaruru,NA,-21.4333,15.9333,56.44,43,0,7.05,clear sky
437,Ust-Kulom,RU,61.6864,53.6902,44.35,85,100,8.14,overcast clouds
438,Megion,RU,61.0296,76.1136,57.22,39,65,14.5,broken clouds
439,Baruun-Urt,MN,46.6806,113.2792,57.15,33,90,12.37,overcast clouds
440,Vardo,NO,70.3705,31.1107,39.4,66,54,8.48,broken clouds
441,Riyadh,SA,24.6877,46.7219,89.74,12,0,14.97,clear sky
442,Mulchen,CL,-37.7167,-72.2333,47.64,93,65,2.04,broken clouds
443,Kruisfontein,ZA,-34.0033,24.7314,52.88,84,96,3.76,overcast clouds
444,Dhidhdhoo,MV,6.8833,73.1,81.37,80,100,28.79,overcast clouds
445,Kununurra,AU,-15.7667,128.7333,93.18,31,40,14.97,scattered clouds
446,Fredericton,CA,45.9454,-66.6656,57.36,79,40,5.23,scattered clouds
447,Zavodoukovsk,RU,56.5042,66.5515,78.21,46,32,19.24,scattered clouds
448,Samagaltay,RU,50.6022,95.0047,52.45,84,100,1.28,overcast clouds
449,Cururupu,BR,-1.8283,-44.8683,74.01,97,16,3.0,few clouds
450,Arauca,CO,7.0847,-70.7591,73.4,100,100,4.59,overcast clouds
451,Maragogi,BR,-9.0122,-35.2225,76.51,83,7,11.88,clear sky
452,Hauterive,FR,46.0901,3.4459,51.03,82,58,6.49,broken clouds
453,Bundaberg,AU,-24.85,152.35,75.49,46,3,10.36,clear sky
454,Sukkur,PK,27.7052,68.8574,98.47,53,0,4.61,clear sky
455,Lengshuitan,CN,26.4111,111.5956,89.89,61,92,12.26,overcast clouds
456,Lenger,KZ,42.183,69.8839,81.84,30,97,7.76,overcast clouds
457,Sungaipenuh,ID,-2.0833,101.3833,77.67,77,94,0.22,overcast clouds
458,Lagoa,PT,39.05,-27.9833,62.92,96,100,19.48,overcast clouds
459,Ossora,RU,59.2353,163.0719,36.27,99,100,8.05,light rain
460,Chiang Klang,TH,19.2938,100.8617,97.45,48,60,4.74,broken clouds
461,Manzil Salim,TN,35.8567,8.4765,60.8,49,66,1.88,broken clouds
462,Bongandanga,CD,1.5,21.05,75.02,89,59,0.45,broken clouds
463,Shimoda,JP,34.6667,138.95,77.11,56,98,6.31,overcast clouds
464,Denpasar,ID,-8.65,115.2167,85.66,74,20,12.28,few clouds
465,Byron Bay,AU,-28.65,153.6167,76.89,65,2,4.63,clear sky
466,Marfino,RU,55.7028,37.3822,66.15,48,0,5.95,clear sky
467,Waddan,LY,29.1614,16.139,79.74,24,2,4.45,clear sky
468,Palatka,US,29.6486,-81.6376,75.97,77,64,3.31,broken clouds
469,Terrace Bay,CA,48.7834,-87.1,49.62,98,97,4.12,overcast clouds
470,Apastovo,RU,55.2029,48.5109,62.91,55,63,10.16,broken clouds
471,Edson,CA,53.5835,-116.4356,48.34,57,75,5.75,broken clouds
472,Kloulklubed,PW,7.0419,134.2556,81.1,69,79,1.61,moderate rain
473,Soyo,AO,-6.1349,12.3689,77.05,90,99,7.85,overcast clouds
474,Corumba,BR,-19.0092,-57.6533,67.91,66,7,1.66,clear sky
475,Ciudad Bolivar,VE,8.1222,-63.5497,78.87,71,76,10.29,broken clouds
476,Maningrida,AU,-12.0667,134.2667,83.75,60,100,15.21,overcast clouds
477,Bella Vista,US,36.4295,-94.2316,68.0,96,75,3.78,broken clouds
478,Mayo,US,38.8876,-76.5119,71.35,93,90,1.99,overcast clouds
479,Paita,PE,-5.0892,-81.1144,69.76,84,49,9.33,scattered clouds
480,Oistins,BB,13.0667,-59.5333,78.89,65,20,18.41,few clouds
481,Sala Consilina,IT,40.3912,15.5989,59.29,69,89,3.4,overcast clouds
482,Katangli,RU,51.7102,143.2326,40.37,67,100,12.64,overcast clouds
483,Ulaanbaatar,MN,47.9077,106.8832,57.33,35,40,14.99,scattered clouds
484,Yambio,SS,4.5721,28.3955,75.6,79,77,4.07,broken clouds
485,Kenai,US,60.5544,-151.2583,60.89,66,1,13.8,clear sky
486,Golubitskaya,RU,45.3222,37.2822,68.43,67,4,6.06,clear sky
487,Chateaubelair,VC,13.2833,-61.25,79.41,75,29,9.75,scattered clouds
488,Henties Bay,NA,-22.116,14.2845,71.71,41,0,11.14,clear sky
489,Prince Rupert,CA,54.3161,-130.3201,47.89,81,40,4.61,light rain
490,Bodden Town,KY,19.2833,-81.25,80.92,60,3,19.15,clear sky
491,Xichang,CN,27.8964,102.2634,66.61,67,98,8.55,overcast clouds
492,Kichmengskiy Gorodok,RU,59.9816,45.7854,42.8,78,100,7.61,overcast clouds
493,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,12.66,light rain
494,Borba,BR,-4.3878,-59.5939,74.84,92,40,1.54,scattered clouds
495,Otradnoye,RU,59.7775,30.8181,52.56,68,96,9.98,light rain
496,Tire,TR,38.0888,27.7351,71.6,36,2,2.46,clear sky
497,Benghazi,LY,32.1167,20.0667,75.18,50,2,9.69,clear sky
498,Yorosso,ML,12.3536,-4.7761,84.94,48,95,7.61,overcast clouds
499,Chernyshevskiy,RU,63.0128,112.4714,56.64,41,80,7.07,broken clouds
500,Bonavista,CA,48.6499,-53.1147,46.11,95,100,16.8,moderate rain
501,Batagay,RU,67.6333,134.6333,64.4,20,96,9.26,overcast clouds
502,Umm Kaddadah,SD,13.6017,26.6876,88.61,28,72,4.12,broken clouds
503,Kommunisticheskiy,RU,61.6789,64.4819,54.68,78,100,7.56,light rain
504,Srinagar,IN,34.0833,74.8167,72.19,39,0,1.92,clear sky
505,Tagusao,PH,9.1924,117.8141,85.96,65,18,4.52,few clouds
506,Atar,MR,20.5169,-13.0499,78.24,26,15,10.94,few clouds
507,Severo-Yeniseyskiy,RU,60.3725,93.0408,42.84,37,54,11.81,broken clouds
508,Papetoai,PF,-17.4961,-149.8729,79.56,73,53,8.25,broken clouds
509,Bowen,AU,-20.0167,148.2333,79.02,54,93,15.5,overcast clouds
510,Axim,GH,4.8699,-2.2405,78.8,88,99,4.47,overcast clouds
511,Takoradi,GH,4.8845,-1.7554,78.73,88,88,4.63,overcast clouds
512,Tilichiki,RU,60.4667,166.1,41.49,73,100,9.55,overcast clouds
513,At-Bashi,KG,41.1702,75.8106,65.66,24,100,1.5,overcast clouds
514,Kavaratti,IN,10.5669,72.642,83.55,74,100,18.14,overcast clouds
515,Palasa,IN,18.7667,84.4167,93.52,26,100,9.42,overcast clouds
516,Hovd,MN,48.0056,91.6419,75.81,20,28,11.23,scattered clouds
517,Kyra,RU,49.5776,111.9753,54.52,45,100,6.78,overcast clouds
518,Geraldton,AU,-28.7667,114.6,73.13,28,100,14.9,overcast clouds
519,Souillac,MU,-20.5167,57.5167,79.36,94,40,7.99,scattered clouds
520,Angoche,MZ,-16.2325,39.9086,73.33,65,41,10.76,scattered clouds
521,Arona,ES,28.0996,-16.681,61.54,61,75,3.0,broken clouds
522,Baykit,RU,61.67,96.37,37.74,75,100,8.34,overcast clouds
523,Price,US,39.5994,-110.8107,60.12,21,1,4.61,clear sky
524,Langarud,IR,37.197,50.1535,68.05,87,100,6.71,overcast clouds
525,Kaeo,NZ,-35.1,173.7833,55.33,87,74,10.78,broken clouds
526,Iskateley,RU,67.6803,53.1512,39.31,43,44,10.85,scattered clouds
527,Rantauprapat,ID,2.1,99.8333,88.38,65,89,1.48,light rain
528,Seoul,KR,37.5683,126.9778,76.51,28,75,16.75,broken clouds
529,La Ronge,CA,55.1001,-105.2842,35.85,51,1,6.91,clear sky
530,Penzance,GB,50.1186,-5.5371,51.01,93,100,12.64,overcast clouds
531,Ruteng,ID,-8.6136,120.4721,74.25,63,23,1.36,few clouds
532,Tamandare,BR,-8.7597,-35.1047,75.88,84,27,9.91,scattered clouds
533,Northam,GB,51.0333,-4.2167,49.24,96,15,2.95,few clouds
534,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,88,75,1.77,broken clouds
535,Birjand,IR,32.8663,59.2211,86.47,8,0,16.11,clear sky
536,Port Macquarie,AU,-31.4333,152.9167,73.36,64,39,4.12,scattered clouds
537,Kathmandu,NP,27.7167,85.3167,68.22,100,90,3.44,overcast clouds
538,Vung Tau,VN,10.346,107.0843,80.42,84,100,15.05,overcast clouds
539,Tacuarembo,UY,-31.7333,-55.9833,46.49,86,0,2.48,clear sky
540,Springdale,US,36.1867,-94.1288,67.03,98,90,4.0,overcast clouds
541,Puerto Quijarro,BO,-17.7833,-57.7667,68.34,65,2,1.45,clear sky
542,Tambura,SS,5.6,27.4667,76.73,77,58,3.44,broken clouds
543,Barranco,PA,9.5167,-82.7,76.15,92,99,2.8,overcast clouds
544,Pokhara,NP,28.2333,83.9833,82.4,60,99,7.27,overcast clouds
545,Lima,PE,-12.0432,-77.0282,63.14,68,75,5.75,broken clouds
546,Mujiayingzi,CN,42.1167,118.7833,62.78,37,100,4.99,overcast clouds
547,Roald,NO,62.5833,6.1333,55.9,82,0,14.97,clear sky
548,Tucurui,BR,-3.7661,-49.6725,75.52,87,66,1.74,broken clouds
549,Naryan-Mar,RU,67.6713,53.087,39.38,43,46,10.89,scattered clouds
550,Port Blair,IN,11.6667,92.75,85.44,78,85,21.05,heavy intensity rain
551,Araouane,ML,18.9048,-3.5265,91.4,25,100,8.81,overcast clouds
552,Abaza,RU,52.655,90.0928,71.78,66,90,10.36,light rain
553,Palmer,US,42.1584,-72.3287,64.67,79,1,1.01,clear sky
554,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,65.07,58,17,2.24,few clouds
555,Novobelokatay,RU,55.7062,58.9549,62.28,54,52,13.38,broken clouds
556,Yueyang,CN,29.3333,113.0919,63.97,97,100,6.49,light rain
557,Nisia Floresta,BR,-6.0911,-35.2086,75.58,94,16,7.96,few clouds
558,Tuatapere,NZ,-46.1333,167.6833,43.47,79,97,1.48,overcast clouds
559,Bolivar,US,37.6145,-93.4105,68.9,96,100,7.74,overcast clouds
560,Inhambane,MZ,-23.865,35.3833,55.38,94,20,3.44,few clouds
561,Mushie,CD,-3.0167,16.9,73.85,73,54,2.55,broken clouds
562,Havre,FR,49.5833,0.3333,49.77,81,90,11.7,overcast clouds
563,Buique,BR,-8.6231,-37.1558,61.05,98,17,4.14,few clouds
564,Voh,NC,-20.9667,164.7,70.81,54,9,7.25,clear sky
565,Bandarbeyla,SO,9.4942,50.8122,86.02,55,81,22.5,broken clouds
566,Solnechnyy,RU,50.7214,136.6319,37.98,88,100,5.19,overcast clouds
567,Bologoye,RU,57.8799,34.1068,58.32,61,89,9.73,overcast clouds
568,Sao Joao Da Barra,BR,-21.6403,-41.0511,65.93,74,80,3.04,broken clouds
569,Ugoofaaru,MV,5.6667,73.0,83.23,76,100,24.61,overcast clouds
570,Yerbogachen,RU,61.2767,108.0108,49.33,32,100,6.67,overcast clouds
571,Bonanza,NI,14.0289,-84.591,71.46,99,95,2.46,overcast clouds
572,Vao,NC,-22.6667,167.4833,71.49,66,1,13.33,clear sky
573,Ancud,CL,-41.8697,-73.8203,53.13,90,100,8.88,overcast clouds
574,Mana,GF,5.6592,-53.7767,77.29,92,67,6.73,light rain
575,Bayonet Point,US,28.3267,-82.6834,76.95,85,100,1.99,overcast clouds
576,North Platte,US,41.1239,-100.7654,61.38,65,1,1.01,clear sky
577,Madras,IN,13.0878,80.2785,91.38,52,20,12.77,few clouds
578,Danielskuil,ZA,-28.1887,23.5395,52.83,49,0,6.51,clear sky
579,Linhares,BR,-19.3911,-40.0722,70.27,80,100,3.06,overcast clouds
580,Karaton,ID,-6.3424,106.1045,87.96,50,81,7.45,broken clouds
581,Kingsland,US,30.8,-81.6898,73.9,54,74,1.01,broken clouds
582,Suksun,RU,57.1431,57.3949,61.7,54,14,13.38,few clouds
583,Jimenez,MX,28.3333,-105.4,73.24,40,4,8.01,clear sky
584,Belmonte,BR,-15.8631,-38.8828,73.9,85,15,1.59,few clouds
585,Tiznit,MA,29.5833,-9.5,59.22,85,50,1.9,scattered clouds
586,Lorengau,PG,-2.0226,147.2712,79.52,88,100,12.48,light rain
587,Sulangan,PH,11.1373,123.7228,84.18,70,100,4.07,overcast clouds
588,Hulan Ergi,CN,47.2042,123.6333,67.64,24,73,5.39,broken clouds
589,Metu,ET,8.3,35.5833,67.89,79,62,0.58,broken clouds
590,Samarinda,ID,-0.5,117.15,85.19,74,99,3.53,overcast clouds
591,Twin Falls,US,42.3505,-114.6445,46.74,87,75,5.99,broken clouds
592,Carutapera,BR,-1.195,-46.02,76.28,90,52,5.91,broken clouds
593,Kartaly,RU,53.0522,60.6467,80.46,38,57,15.43,broken clouds
594,Danville,US,36.586,-79.395,72.43,92,40,0.0,scattered clouds
595,Margate,GB,51.3813,1.3862,48.69,75,67,5.01,broken clouds
596,Balykshi,KZ,47.0667,51.8667,82.4,36,0,8.95,clear sky
597,Poum,NC,-20.2333,164.0167,73.62,55,14,16.67,few clouds
598,Rockport,US,28.0206,-97.0544,80.85,90,90,4.0,overcast clouds
599,Vallenar,CL,-28.5708,-70.7581,64.33,17,63,3.11,broken clouds
600,Yaroslavskiy,RU,44.1683,132.2072,62.17,46,95,13.44,light rain
601,Simao,CN,22.7886,100.9748,81.91,60,92,2.48,overcast clouds
602,Grottammare,IT,42.9888,13.8649,65.68,71,87,5.21,overcast clouds
603,Hualmay,PE,-11.0964,-77.6139,64.06,91,37,4.5,scattered clouds
604,Novyy Urgal,RU,51.0736,132.5642,55.53,56,100,7.61,overcast clouds
605,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,46.99,57,75,11.74,broken clouds
606,Taybad,IR,34.74,60.7756,89.55,10,32,9.26,scattered clouds
607,Calahorra,ES,42.3051,-1.9652,51.89,68,87,2.55,overcast clouds
608,Changji,CN,44.0167,87.3167,90.39,12,0,6.53,clear sky
609,Changping,CN,40.2186,116.2197,84.51,23,49,21.0,light rain
610,Nome,US,64.5011,-165.4064,69.87,24,1,14.97,clear sky
611,Jacmel,HT,18.2342,-72.5347,78.64,87,7,2.26,clear sky
612,Nelson Bay,AU,-32.7167,152.15,73.45,61,15,1.01,few clouds
613,Yabassi,CM,4.457,9.9682,76.64,98,99,0.45,overcast clouds
614,Mantalongon,PH,9.8106,123.4617,78.94,70,88,2.57,light rain
615,Whitehorse,CA,60.7161,-135.0538,49.01,61,75,6.91,broken clouds
616,Dunmore Town,BS,25.5,-76.65,76.01,70,2,16.11,clear sky
617,Nhulunbuy,AU,-12.2333,136.7667,77.61,83,75,8.05,broken clouds
618,Turukhansk,RU,65.8167,87.9833,40.51,46,17,17.38,few clouds
619,Lavrentiya,RU,65.5833,-171.0,37.51,70,35,10.09,scattered clouds
620,Suluq,LY,31.6682,20.2521,80.51,15,1,5.12,clear sky
621,Zarubino,RU,42.63,131.0922,56.08,68,91,11.95,overcast clouds
622,Erenhot,CN,43.6475,111.9767,64.81,22,32,21.39,scattered clouds
623,Sydney,AU,-33.8679,151.2073,70.9,41,0,1.01,clear sky
624,Dukat,RU,62.55,155.55,39.9,61,96,11.05,overcast clouds
625,Wellingborough,GB,52.3027,-0.6945,47.48,92,70,9.01,broken clouds
626,Pantai Remis,MY,4.4557,100.6288,91.76,62,71,6.24,broken clouds
627,Kudahuvadhoo,MV,2.6708,72.8944,84.43,73,100,20.11,overcast clouds
628,Rongcheng,CN,30.634,117.8517,67.57,99,100,0.94,moderate rain
629,Gimbi,ET,9.1667,35.8333,67.37,66,16,0.65,few clouds
630,Tome,CL,-36.6167,-72.95,50.61,87,59,2.95,broken clouds
631,Kidal,ML,18.4411,1.4078,89.47,7,76,7.65,broken clouds
632,Portland,US,45.5234,-122.6762,56.55,84,92,1.66,overcast clouds
633,Marana,US,32.4367,-111.2254,84.74,12,1,8.05,clear sky
634,Gayduk,RU,44.7849,37.7005,67.5,64,1,5.61,clear sky
635,Staryy Nadym,RU,65.6118,72.6842,39.94,90,100,13.06,light rain
636,Semey,KZ,50.4111,80.2275,91.62,18,0,8.95,clear sky
637,Along,IN,28.1667,94.7667,77.76,88,96,2.93,overcast clouds
638,Tete,MZ,-16.1564,33.5867,59.09,82,40,0.0,scattered clouds
639,Jacqueville,CI,5.2052,-4.4146,78.71,83,99,9.62,overcast clouds
640,Onguday,RU,50.75,86.15,78.15,37,9,0.4,clear sky
641,Eskil,TR,38.4017,33.4131,72.3,32,1,4.38,clear sky
642,Gamba,GA,-2.65,10.0,77.49,93,60,5.28,broken clouds
643,Kropotkin,RU,45.4375,40.5756,66.0,77,14,4.29,few clouds
644,Luganville,VU,-15.5333,167.1667,74.41,64,72,5.06,broken clouds
645,Buraydah,SA,26.326,43.975,84.65,13,0,6.98,clear sky
646,Ahipara,NZ,-35.1667,173.1667,54.81,79,57,7.07,broken clouds
647,Dreux,FR,48.6667,1.25,51.76,92,100,14.03,overcast clouds
648,Teguise,ES,29.0605,-13.564,61.02,63,20,18.16,few clouds
649,Mogadishu,SO,2.0371,45.3438,80.47,69,40,14.97,scattered clouds
650,Thinadhoo,MV,0.5333,72.9333,84.11,66,94,21.52,overcast clouds
651,Maarianhamina,AX,60.0973,19.9348,49.86,87,90,14.97,moderate rain
652,Sanghar,PK,26.0466,68.9481,100.47,23,0,8.01,clear sky
653,Cervo,ES,43.6702,-7.4101,48.96,79,84,4.36,broken clouds
654,Reitz,ZA,-27.8014,28.4273,46.89,55,34,5.32,scattered clouds
655,Griffith,US,41.5284,-87.4237,73.33,72,75,1.99,broken clouds
656,Aosta,IT,45.7667,7.4167,40.37,58,11,0.0,few clouds
657,Kosh-Agach,RU,50.0,88.6667,66.25,33,52,10.22,broken clouds
658,Wajima,JP,37.4,136.9,65.08,59,75,13.56,broken clouds
659,Bulawayo,ZW,-20.15,28.5833,54.48,46,0,3.24,clear sky
660,Houma,US,29.5958,-90.7195,75.2,92,40,0.0,scattered clouds
661,Pemba,MZ,-12.974,40.5178,68.7,88,20,9.22,few clouds
662,The Pas,CA,53.8251,-101.2541,33.82,60,90,6.11,overcast clouds
663,Yeniseysk,RU,58.4497,92.1703,52.79,27,26,11.56,scattered clouds
664,Alamosa,US,37.4695,-105.87,55.38,22,1,4.61,clear sky
665,Gigmoto,PH,13.7796,124.39,87.08,67,52,4.83,broken clouds
666,Talcahuano,CL,-36.7167,-73.1167,51.48,100,90,5.75,overcast clouds
667,Fayaoue,NC,-20.65,166.5333,73.47,52,5,3.2,clear sky
668,Kousseri,CM,12.0769,15.0306,78.76,19,95,2.3,overcast clouds
669,Panacan,PH,9.2463,118.4082,89.71,68,44,4.45,scattered clouds
670,Eyl,SO,7.9803,49.8164,84.69,54,41,24.83,scattered clouds
671,Khuzdar,PK,27.7384,66.6434,94.23,7,0,14.79,clear sky
672,Barranca,PE,-10.75,-77.7667,64.38,88,67,5.17,broken clouds
673,Albion,US,42.2431,-84.753,73.02,87,75,12.1,broken clouds
674,Port Augusta,AU,-32.5,137.7667,60.94,51,97,14.07,overcast clouds
675,Wuchang,CN,44.9143,127.15,70.21,18,43,11.01,scattered clouds
676,Kirovskiy,RU,45.0917,133.5136,63.52,43,46,11.23,scattered clouds
677,Behbahan,IR,30.5959,50.2417,94.32,12,0,11.79,clear sky
678,Muli,MV,2.9167,73.5667,84.33,75,93,22.3,overcast clouds
679,Videira,BR,-27.0083,-51.1517,41.5,87,0,1.92,clear sky
680,Edd,ER,13.9297,41.6925,91.42,51,13,4.25,few clouds
681,Russell,US,32.3502,-85.1999,74.43,92,1,3.65,clear sky
682,Guerrero Negro,MX,27.9769,-114.0611,61.29,86,78,7.61,broken clouds
683,Luchegorsk,RU,46.4764,134.2569,64.4,42,57,7.67,broken clouds
684,Progreso,MX,21.2833,-89.6667,80.71,80,63,11.16,broken clouds
685,Khani,GE,41.9563,42.9566,53.17,68,11,4.61,few clouds
686,Upata,VE,8.0086,-62.3989,74.19,89,76,3.2,broken clouds
687,Launceston,AU,-41.45,147.1667,56.84,54,40,5.01,scattered clouds
688,Leshukonskoye,RU,64.8989,45.7622,39.49,53,95,7.61,overcast clouds
689,Avera,US,33.194,-82.5271,77.72,54,79,6.49,broken clouds
690,Vila Do Maio,CV,15.1333,-23.2167,70.59,84,1,19.55,clear sky
691,Doha,QA,25.2867,51.5333,97.11,44,0,12.66,clear sky
692,Sioux Lookout,CA,50.1001,-91.917,50.07,93,90,23.02,overcast clouds
693,San,ML,13.3034,-4.8956,88.27,43,99,7.31,overcast clouds
694,Houston,US,29.7633,-95.3633,77.99,92,90,5.99,overcast clouds
695,Newark,US,40.7357,-74.1724,68.41,78,75,9.22,broken clouds
696,Velyka Bahachka,UA,49.7912,33.7226,63.82,79,92,6.6,overcast clouds
697,Muisne,EC,0.6,-80.0333,76.66,88,100,7.92,overcast clouds
698,Mae Tha,TH,18.4646,99.1403,94.89,51,96,6.33,overcast clouds
699,Ribeirao Branco,BR,-24.2208,-48.7656,49.46,59,28,1.68,scattered clouds
700,Lahaina,US,20.8783,-156.6825,78.8,84,51,6.17,broken clouds
701,Los Andes,CL,-32.8337,-70.5983,56.91,25,30,2.46,scattered clouds
702,Khandyga,RU,62.6667,135.6,56.17,59,96,8.99,overcast clouds
703,Akureyri,IS,65.6835,-18.0878,37.33,81,0,6.91,clear sky
704,Maldonado,UY,-34.6667,-54.9167,43.23,76,30,6.22,scattered clouds
705,Togitsu,JP,32.8333,129.85,69.78,56,0,2.91,clear sky
706,Casas Grandes,MX,30.3667,-107.95,65.44,17,31,7.36,scattered clouds
707,Tautira,PF,-17.7333,-149.15,80.01,75,44,7.47,scattered clouds
708,Katobu,ID,-4.9408,122.5276,83.71,76,67,6.31,light rain
709,Bambanglipuro,ID,-7.95,110.2833,87.08,62,22,9.84,few clouds
710,Butterworth,MY,5.3991,100.3638,89.65,70,20,5.01,few clouds
711,Barao De Cocais,BR,-19.9458,-43.4872,68.95,97,100,2.19,overcast clouds
712,Uglovskoye,RU,51.3557,80.1942,92.79,18,9,3.4,clear sky
713,Obo,CF,5.3998,26.4869,75.97,80,81,3.89,broken clouds
714,Chumikan,RU,54.7183,135.315,35.46,96,100,2.59,overcast clouds
715,Edmundston,CA,47.3737,-68.3251,63.73,90,90,2.3,overcast clouds
716,Westport,US,41.1415,-73.3579,66.06,89,1,1.01,clear sky
